College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG7936,112,8.45,8.32,4,'No',5,6,5,'Yes'
CLG7937,66,6.96,6.52,9,'Yes',6,5,1,'No'
CLG7938,136,8.51,8.65,9,'No',1,7,4,'Yes'
CLG7939,122,5.08,5.41,5,'Yes',10,7,4,'No'
CLG7940,95,5.73,5.89,7,'No',0,8,5,'No'
CLG7941,70,9.15,9.08,9,'No',1,4,1,'No'
CLG7942,104,8.23,7.85,1,'No',2,10,0,'No'
CLG7943,78,6.82,7.23,2,'No',2,5,4,'No'
CLG7944,106,7.5,7.28,6,'No',7,10,3,'No'
CLG7945,106,9.53,9.25,3,'No',3,4,0,'No'
CLG7946,85,8.16,8.48,7,'Yes',0,7,0,'No'
CLG7947,116,6.99,7.47,5,'Yes',1,3,0,'No'
CLG7948,112,5.6,5.76,10,'No',8,10,4,'Yes'
CLG7949,114,6.47,6.59,8,'No',1,2,5,'No'
CLG7950,100,9.89,9.71,1,'Yes',8,4,0,'No'
CLG7951,78,7.19,6.71,9,'No',4,5,2,'No'
CLG7952,114,7.36,7.05,10,'Yes',3,1,4,'No'
CLG7953,95,7.49,7.57,6,'No',3,3,4,'No'
CLG7954,79,9.42,9.07,5,'No',2,8,1,'No'
CLG7955,120,8.02,8.4,8,'No',1,5,5,'Yes'
CLG7956,131,8.47,8.16,4,'Yes',7,1,0,'No'
CLG7957,99,6.95,6.97,9,'No',5,4,4,'No'
CLG7958,132,5.15,5.16,5,'Yes',8,8,5,'Yes'
CLG7959,101,9.65,9.75,1,'Yes',1,8,3,'Yes'
CLG7960,94,9.75,9.58,8,'Yes',0,2,3,'No'
CLG7961,90,9.75,10.12,9,'No',7,9,5,'Yes'
CLG7962,124,9.72,9.66,5,'No',7,10,4,'Yes'
CLG7963,88,9.08,9.28,5,'Yes',4,1,4,'No'
CLG7964,111,8.42,8.56,6,'No',1,10,3,'Yes'
CLG7965,91,9.22,8.84,9,'Yes',9,8,3,'Yes'
CLG7966,93,8,8.12,5,'Yes',4,8,2,'Yes'
CLG7967,115,5.67,5.72,2,'No',7,6,3,'No'
CLG7968,94,6.96,7.36,3,'No',3,1,2,'No'
CLG7969,93,9.86,10.24,10,'Yes',1,9,4,'Yes'
CLG7970,116,6.76,6.41,3,'Yes',2,10,0,'No'
CLG7971,123,9.34,8.92,9,'No',2,3,5,'Yes'
CLG7972,109,5.47,5.26,8,'No',8,1,5,'No'
CLG7973,90,6.67,7.16,6,'Yes',2,7,5,'No'
CLG7974,92,6.75,6.27,5,'Yes',0,10,0,'No'
CLG7975,101,5.26,5.43,10,'Yes',6,5,1,'No'
CLG7976,104,5.6,5.71,2,'No',0,2,5,'No'
CLG7977,85,5.97,6.12,9,'Yes',5,1,2,'No'
CLG7978,110,9.19,8.91,10,'Yes',9,6,3,'No'
CLG7979,101,5.32,5.05,8,'Yes',3,1,2,'No'
CLG7980,74,6.49,6.42,5,'Yes',6,6,1,'No'
CLG7981,86,5.05,4.65,6,'No',6,1,1,'No'
CLG7982,92,8.48,8.05,9,'Yes',6,7,2,'No'
CLG7983,98,8.1,7.69,1,'Yes',5,7,3,'No'
CLG7984,128,8.22,8.29,4,'Yes',6,10,4,'Yes'
CLG7985,103,6.87,6.77,5,'No',7,4,4,'No'
CLG7986,87,6.04,5.83,9,'No',2,7,4,'No'
CLG7987,103,8.6,8.42,5,'No',4,8,5,'Yes'
CLG7988,94,9.06,8.77,5,'Yes',9,8,1,'No'
CLG7989,104,5.69,5.6,3,'No',10,3,5,'No'
CLG7990,108,7.43,7.13,8,'Yes',8,8,2,'No'
CLG7991,118,6.24,6.44,7,'Yes',7,3,1,'No'
CLG7992,99,5.84,5.46,8,'No',5,5,3,'No'
CLG7993,124,8.67,9.12,4,'No',8,1,5,'Yes'
CLG7994,113,7.69,7.28,8,'No',9,7,0,'No'
CLG7995,89,6.08,6.52,10,'No',4,10,1,'No'
CLG7996,133,6.55,6.88,4,'No',1,8,3,'Yes'
CLG7997,104,9.83,10.01,1,'No',8,4,3,'No'
CLG7998,87,9.24,9.65,4,'Yes',4,7,3,'No'
CLG7999,124,9.4,9.04,5,'No',7,7,0,'No'
CLG8000,131,7.3,6.98,10,'No',7,6,4,'No'
CLG8001,99,8.12,7.87,8,'Yes',3,5,2,'No'
CLG8002,92,6.88,6.62,10,'Yes',3,10,1,'No'
CLG8003,97,5.39,5.2,6,'No',0,4,0,'No'
CLG8004,110,7.01,7.09,10,'Yes',4,5,3,'No'
CLG8005,119,7.97,7.5,5,'Yes',8,7,0,'No'
CLG8006,108,6.44,6.32,3,'No',4,8,1,'No'
CLG8007,101,9.24,8.99,4,'No',4,4,2,'No'
CLG8008,122,5.76,5.87,6,'Yes',5,5,1,'No'
CLG8009,95,6.84,7.33,6,'Yes',5,6,5,'No'
CLG8010,115,5.62,5.64,6,'No',7,9,0,'No'
CLG8011,95,7.02,6.95,2,'Yes',0,10,5,'No'
CLG8012,106,5.2,5.07,8,'No',4,6,3,'No'
CLG8013,98,6.36,6.64,8,'Yes',8,7,5,'No'
CLG8014,99,7,6.57,6,'Yes',2,8,3,'No'
CLG8015,94,7.39,7.85,4,'No',10,3,4,'No'
CLG8016,120,7.72,7.64,2,'No',6,5,4,'No'
CLG8017,89,6.37,6.18,6,'No',6,4,2,'No'
CLG8018,88,7.62,8.09,6,'No',9,1,2,'No'
CLG8019,131,7.55,7.99,10,'Yes',2,4,5,'No'
CLG8020,114,6.58,6.72,3,'No',6,2,5,'No'
CLG8021,64,9.15,8.67,2,'Yes',2,4,4,'No'
CLG8022,91,7.73,7.98,4,'Yes',5,2,4,'No'
CLG8023,72,6.66,6.5,8,'Yes',7,4,1,'No'
CLG8024,85,9.74,9.63,5,'No',7,4,1,'No'
CLG8025,52,9.23,8.89,3,'No',5,3,5,'No'
CLG8026,97,9.91,9.93,5,'Yes',1,5,3,'No'
CLG8027,82,8.46,8.7,9,'Yes',0,9,5,'Yes'
CLG8028,100,6.89,6.66,8,'No',2,1,3,'No'
CLG8029,75,6.4,6.84,10,'No',2,7,4,'No'
CLG8030,101,8.32,8.01,7,'No',6,10,1,'No'
CLG8031,93,9.9,9.47,4,'No',3,1,4,'No'
CLG8032,122,8.13,8.27,2,'Yes',1,10,4,'Yes'
CLG8033,121,9.41,9.76,9,'Yes',1,1,2,'Yes'
CLG8034,111,6.65,7.1,3,'Yes',6,2,4,'No'
CLG8035,95,7.03,7.3,6,'Yes',7,10,3,'No'
CLG8036,129,9.53,9.23,7,'Yes',10,6,2,'Yes'
CLG8037,76,8.78,9.26,3,'No',4,9,1,'No'
CLG8038,78,9.91,10.33,3,'No',1,3,3,'No'
CLG8039,98,8.87,8.53,3,'No',2,5,0,'No'
CLG8040,133,7.24,7.3,3,'No',0,8,1,'No'
CLG8041,96,7.66,7.72,3,'Yes',9,10,5,'No'
CLG8042,97,9.5,9.44,7,'Yes',3,6,0,'No'
CLG8043,78,7.76,8.24,5,'No',6,3,3,'No'
CLG8044,114,6.28,5.84,4,'Yes',9,2,1,'No'
CLG8045,114,7.18,7.31,6,'Yes',8,3,0,'No'
CLG8046,111,7.58,7.29,8,'Yes',2,6,0,'No'
CLG8047,90,5.48,5.51,2,'Yes',3,5,1,'No'
CLG8048,89,8.72,9,3,'Yes',5,8,4,'Yes'
CLG8049,80,5.55,5.3,2,'No',0,10,3,'No'
CLG8050,101,7.02,6.91,7,'No',4,2,3,'No'
CLG8051,83,9.02,9.47,2,'Yes',9,2,2,'No'
CLG8052,82,7.34,7.6,5,'No',4,4,1,'No'
CLG8053,93,9.21,9.28,10,'Yes',9,9,3,'Yes'
CLG8054,92,6.71,6.43,9,'Yes',8,5,0,'No'
CLG8055,91,9.79,9.72,8,'Yes',8,7,1,'No'
CLG8056,106,6.05,6.32,8,'Yes',0,7,5,'No'
CLG8057,101,5.19,5.51,3,'Yes',2,6,0,'No'
CLG8058,95,9.36,9.1,1,'No',3,6,1,'No'
CLG8059,102,8.76,8.92,2,'Yes',0,9,0,'No'
CLG8060,85,6.16,5.76,7,'Yes',8,4,0,'No'
CLG8061,101,9.92,9.44,4,'No',1,2,1,'No'
CLG8062,102,7.51,7.56,10,'No',4,7,2,'No'
CLG8063,77,9.76,9.48,5,'No',2,6,0,'No'
CLG8064,114,7.53,7.11,1,'Yes',3,4,1,'No'
CLG8065,86,7.36,7.59,2,'Yes',3,1,4,'No'
CLG8066,101,7.25,7.25,9,'Yes',10,4,5,'No'
CLG8067,117,6.67,6.97,6,'No',1,6,4,'No'
CLG8068,113,7.67,7.83,7,'Yes',10,3,5,'No'
CLG8069,100,7.26,7.49,5,'Yes',1,1,2,'No'
CLG8070,94,5.18,4.99,9,'No',7,2,1,'No'
CLG8071,114,6.3,6.06,10,'No',1,6,5,'No'
CLG8072,110,6.07,6.17,5,'No',9,1,2,'No'
CLG8073,90,9.34,9.04,6,'No',6,6,5,'No'
CLG8074,88,7.99,8.31,10,'No',0,1,0,'No'
CLG8075,68,8.82,8.84,9,'Yes',0,1,5,'No'
CLG8076,102,9.78,9.51,5,'No',9,6,5,'No'
CLG8077,98,8.22,8.35,4,'No',2,1,4,'No'
CLG8078,117,9.91,10.36,5,'Yes',2,9,2,'Yes'
CLG8079,105,6.56,6.14,5,'Yes',10,2,0,'No'
CLG8080,120,5.93,5.54,5,'Yes',8,9,4,'Yes'
CLG8081,89,7.02,7.36,1,'Yes',1,5,2,'No'
CLG8082,117,7.35,6.96,5,'No',3,5,0,'No'
CLG8083,92,9.48,9.02,5,'No',2,10,5,'Yes'
CLG8084,111,7.8,7.65,1,'No',6,8,3,'Yes'
CLG8085,78,6.46,6.43,4,'Yes',5,1,4,'No'
CLG8086,103,8.71,8.78,8,'No',8,9,0,'No'
CLG8087,70,7.53,7.54,4,'Yes',7,1,3,'No'
CLG8088,95,5.81,6.22,7,'No',1,5,2,'No'
CLG8089,106,7.88,8.15,6,'No',2,8,3,'Yes'
CLG8090,92,9.56,10.04,5,'Yes',0,1,5,'No'
CLG8091,84,9.21,9.19,9,'No',7,5,4,'No'
CLG8092,112,7.93,7.51,8,'Yes',1,3,1,'No'
CLG8093,98,6.89,7.35,5,'No',3,8,2,'No'
CLG8094,92,5.43,4.93,10,'Yes',1,3,3,'No'
CLG8095,100,7.35,7.63,7,'Yes',1,8,0,'No'
CLG8096,139,8.76,8.29,9,'No',2,2,1,'No'
CLG8097,117,6.8,7.06,7,'Yes',9,10,1,'No'
CLG8098,117,6.18,6.62,3,'No',4,3,2,'No'
CLG8099,106,9.66,9.55,10,'No',7,1,3,'No'
CLG8100,102,9.11,8.85,5,'No',9,1,4,'No'
CLG8101,64,8.19,7.92,9,'No',1,4,3,'No'
CLG8102,89,5.68,5.67,9,'Yes',4,5,3,'No'
CLG8103,92,5.72,5.39,8,'Yes',10,3,2,'No'
CLG8104,71,5.52,5.69,6,'No',3,2,2,'No'
CLG8105,82,8.08,7.95,7,'Yes',2,1,0,'No'
CLG8106,70,5.58,5.4,7,'Yes',9,3,4,'No'
CLG8107,99,9.21,9.17,1,'No',5,1,2,'No'
CLG8108,112,9.96,10,8,'No',8,10,0,'Yes'
CLG8109,116,6.83,6.47,6,'No',7,10,5,'Yes'
CLG8110,106,7.27,7.48,7,'Yes',1,6,1,'No'
CLG8111,85,8.56,8.94,10,'No',0,3,0,'No'
CLG8112,71,9.69,9.47,10,'No',7,4,4,'No'
CLG8113,73,9.47,9.15,2,'No',4,8,0,'No'
CLG8114,80,5.29,5.55,7,'No',1,10,5,'No'
CLG8115,86,5.85,5.53,8,'Yes',9,5,0,'No'
CLG8116,97,8.77,8.31,5,'No',0,5,2,'No'
CLG8117,84,8.44,8.56,1,'No',10,8,4,'Yes'
CLG8118,105,5.67,5.41,6,'Yes',7,10,0,'No'
CLG8119,96,7.51,7.18,3,'No',7,10,3,'No'
CLG8120,100,8.9,9.38,5,'No',5,10,0,'No'
CLG8121,117,6.09,5.88,9,'No',4,4,1,'No'
CLG8122,82,9.36,9.76,7,'No',4,8,1,'No'
CLG8123,106,5.26,4.94,8,'No',5,10,0,'No'
CLG8124,99,8.91,9.23,6,'No',4,5,5,'No'
CLG8125,94,8.08,8.08,9,'No',1,6,0,'No'
CLG8126,113,6.58,6.16,3,'No',6,1,3,'No'
CLG8127,113,8.6,8.83,1,'No',3,9,0,'Yes'
CLG8128,85,8.91,9.3,10,'No',6,4,2,'No'
CLG8129,97,9.67,9.33,4,'No',0,1,4,'No'
CLG8130,104,6.84,7.07,8,'No',5,7,5,'No'
CLG8131,95,8.43,8.38,6,'No',1,10,3,'Yes'
CLG8132,108,8.01,8.26,7,'No',2,4,0,'No'
CLG8133,104,7.63,7.84,9,'Yes',2,5,5,'No'
CLG8134,127,9.45,8.98,2,'Yes',9,7,2,'Yes'
CLG8135,77,5.02,4.7,7,'No',0,7,5,'No'
CLG8136,98,6.41,6.38,4,'No',4,9,0,'No'
CLG8137,86,7.69,8.12,7,'No',7,9,3,'Yes'
CLG8138,109,5.89,5.73,8,'No',7,7,3,'No'
CLG8139,75,9.54,9.67,2,'No',9,10,1,'No'
CLG8140,105,8.24,7.75,7,'No',10,9,1,'No'
CLG8141,90,7.39,7.6,8,'No',6,5,0,'No'
CLG8142,88,9.07,9.17,1,'Yes',6,2,4,'No'
CLG8143,78,7.25,7.47,10,'Yes',7,9,2,'No'
CLG8144,93,7.79,8.19,5,'Yes',7,6,1,'No'
CLG8145,116,5.01,4.66,9,'No',4,6,1,'No'
CLG8146,99,6.83,6.59,2,'Yes',6,9,4,'No'
CLG8147,109,5.69,6.19,6,'No',1,1,5,'No'
CLG8148,124,8.45,8.11,2,'No',3,2,3,'Yes'
CLG8149,103,7.4,7.62,3,'Yes',5,3,0,'No'
CLG8150,91,6.51,6.74,6,'Yes',10,1,0,'No'
CLG8151,107,7.34,7.52,5,'Yes',9,4,2,'No'
CLG8152,91,6.05,5.78,4,'Yes',2,2,4,'No'
CLG8153,92,9.63,9.35,7,'Yes',1,3,5,'No'
CLG8154,77,5.27,5.44,3,'No',0,8,4,'No'
CLG8155,113,9.33,9.02,10,'No',3,4,4,'Yes'
CLG8156,94,7.56,7.72,7,'No',1,9,3,'No'
CLG8157,102,8.09,8.08,9,'Yes',2,6,4,'No'
CLG8158,84,6.51,6.4,2,'No',9,1,3,'No'
CLG8159,106,9.83,9.63,5,'Yes',10,6,0,'No'
CLG8160,88,6.41,6.86,1,'Yes',10,7,3,'No'
CLG8161,97,7.94,7.95,7,'No',10,4,0,'No'
CLG8162,113,9.97,10.03,2,'No',5,8,2,'Yes'
CLG8163,111,9.41,9.86,5,'Yes',9,10,4,'Yes'
CLG8164,99,7.68,7.83,1,'No',2,3,2,'No'
CLG8165,73,9.95,10.41,1,'Yes',2,7,4,'No'
CLG8166,144,8.51,8.12,4,'Yes',3,7,5,'Yes'
CLG8167,126,6.04,6.39,7,'No',2,4,2,'No'
CLG8168,110,7.03,6.87,7,'Yes',5,1,1,'No'
CLG8169,88,6.67,6.98,8,'No',8,10,1,'No'
CLG8170,98,6.72,7.08,9,'No',7,10,3,'No'
CLG8171,91,8.8,8.57,4,'Yes',1,6,5,'No'
CLG8172,118,7.92,7.83,2,'No',2,10,2,'Yes'
CLG8173,103,5.19,5.42,10,'No',7,7,4,'No'
CLG8174,88,9.39,8.99,10,'No',2,3,0,'No'
CLG8175,92,6.48,6.74,3,'Yes',4,5,3,'No'
CLG8176,116,9.99,9.6,9,'Yes',10,8,5,'Yes'
CLG8177,124,9.77,10.18,8,'Yes',8,7,3,'Yes'
CLG8178,122,9.7,9.48,6,'No',1,2,5,'Yes'
CLG8179,111,9.06,9.14,3,'Yes',8,4,1,'No'
CLG8180,96,6.1,5.72,10,'Yes',9,7,5,'No'
CLG8181,51,7.66,7.43,8,'No',4,9,2,'No'
CLG8182,104,6.12,6.02,2,'No',8,7,2,'No'
CLG8183,99,6.3,6.29,4,'No',3,8,5,'No'
CLG8184,102,8.05,7.55,4,'Yes',7,10,3,'No'
CLG8185,100,5.2,5.59,9,'No',7,9,1,'No'
CLG8186,80,9.85,9.36,8,'Yes',2,1,0,'No'
CLG8187,108,9.59,9.86,7,'Yes',4,3,1,'No'
CLG8188,109,6.9,6.87,4,'Yes',9,6,2,'No'
CLG8189,110,7.58,7.6,7,'No',0,8,0,'No'
CLG8190,114,7.33,7.04,1,'Yes',5,7,3,'No'
CLG8191,109,9.41,9.52,8,'No',8,6,0,'No'
CLG8192,93,8.44,8.48,8,'No',0,4,3,'No'
CLG8193,98,6.39,6.05,9,'No',1,8,1,'No'
CLG8194,101,7.23,6.97,9,'No',6,10,0,'No'
CLG8195,101,7.14,6.71,1,'Yes',5,4,4,'No'
CLG8196,114,9.8,9.37,10,'No',9,6,2,'Yes'
CLG8197,109,5.88,5.39,7,'Yes',10,3,3,'No'
CLG8198,131,5.45,5.17,1,'No',2,7,0,'No'
CLG8199,133,9.4,9.58,6,'Yes',1,6,0,'No'
CLG8200,101,9.48,9.3,5,'No',6,7,5,'No'
CLG8201,42,9.36,9.2,2,'Yes',9,5,4,'No'
CLG8202,118,7.55,7.18,3,'Yes',9,5,5,'No'
CLG8203,91,8.3,8.38,8,'Yes',4,2,5,'No'
CLG8204,87,7.82,7.66,2,'Yes',5,6,5,'No'
CLG8205,94,5.35,5.53,4,'No',8,1,1,'No'
CLG8206,93,7.98,8.22,3,'No',6,7,4,'No'
CLG8207,109,5.07,5.15,7,'No',3,3,0,'No'
CLG8208,76,6.62,6.4,8,'Yes',10,2,2,'No'
CLG8209,83,9.66,9.67,4,'Yes',8,7,0,'No'
CLG8210,105,6.52,6.27,6,'No',2,9,0,'No'
CLG8211,109,9.7,10.1,3,'No',3,1,0,'No'
CLG8212,109,6.25,6.52,7,'No',9,6,5,'No'
CLG8213,88,6.57,6.56,8,'No',2,8,4,'No'
CLG8214,85,8.14,8.61,7,'Yes',9,2,4,'No'
CLG8215,92,8.81,8.86,4,'Yes',10,5,3,'No'
CLG8216,103,7.51,7.34,10,'Yes',2,4,3,'No'
CLG8217,122,9.41,9.01,9,'No',0,10,5,'Yes'
CLG8218,69,5.2,5.24,10,'No',4,3,5,'No'
CLG8219,96,9.61,9.97,8,'Yes',3,10,3,'Yes'
CLG8220,80,5.98,6.35,6,'No',10,8,0,'No'
CLG8221,75,9.42,9.52,2,'No',8,2,3,'No'
CLG8222,114,7,6.89,10,'No',3,1,3,'No'
CLG8223,108,9.16,9.31,7,'Yes',2,1,1,'No'
CLG8224,106,8.36,8.62,9,'Yes',5,10,5,'Yes'
CLG8225,113,5.88,5.79,9,'No',9,5,5,'No'
CLG8226,92,9.59,9.57,9,'No',10,9,4,'Yes'
CLG8227,93,6.23,6.41,9,'No',4,4,3,'No'
CLG8228,132,6.22,6.6,6,'Yes',3,7,4,'No'
CLG8229,96,9.07,9.36,1,'No',0,2,2,'No'
CLG8230,111,5.53,5.05,6,'No',10,3,5,'No'
CLG8231,100,6.11,5.73,5,'Yes',2,10,1,'No'
CLG8232,72,7.52,7.87,7,'No',3,9,2,'No'
CLG8233,69,9.15,9.48,8,'No',9,5,5,'No'
CLG8234,91,5.74,5.63,1,'No',10,6,4,'No'
CLG8235,115,7.74,7.82,10,'Yes',7,3,4,'No'
CLG8236,111,8.56,8.97,4,'No',8,6,2,'Yes'
CLG8237,113,9.3,9.71,4,'Yes',7,10,3,'Yes'
CLG8238,85,9.68,9.96,1,'No',8,8,1,'No'
CLG8239,124,8.92,8.63,4,'No',9,10,4,'Yes'
CLG8240,85,8.26,8.49,7,'Yes',0,1,0,'No'
CLG8241,103,7.17,6.77,6,'No',10,10,1,'No'
CLG8242,99,5.56,5.95,4,'Yes',0,8,2,'No'
CLG8243,97,8.55,8.2,2,'No',2,8,4,'Yes'
CLG8244,120,9.96,10.12,7,'No',3,7,4,'Yes'
CLG8245,89,8.68,8.79,8,'No',1,4,5,'No'
CLG8246,79,5.08,5.36,9,'Yes',9,1,2,'No'
CLG8247,100,7.48,7.53,9,'Yes',6,10,0,'No'
CLG8248,94,8.07,7.63,4,'Yes',8,2,5,'No'
CLG8249,150,8.45,8.66,3,'No',10,10,0,'Yes'
CLG8250,110,8.6,8.48,5,'No',5,3,4,'No'
CLG8251,93,7.79,7.61,6,'No',3,5,3,'No'
CLG8252,84,6.12,6.61,8,'No',5,3,0,'No'
CLG8253,71,9.71,9.8,3,'Yes',0,8,0,'No'
CLG8254,84,8.48,8.69,6,'No',5,6,3,'No'
CLG8255,101,6.18,6.21,5,'Yes',3,3,5,'No'
CLG8256,121,6.61,6.88,7,'No',2,2,0,'No'
CLG8257,116,9.61,9.86,9,'Yes',5,3,3,'Yes'
CLG8258,103,9.44,9.6,7,'No',8,2,2,'No'
CLG8259,95,7.03,7.53,6,'No',7,3,5,'No'
CLG8260,104,5.19,5.15,9,'No',7,9,1,'No'
CLG8261,92,5.24,5.45,10,'Yes',8,1,1,'No'
CLG8262,125,6.42,6.72,4,'No',5,3,2,'No'
CLG8263,97,8.15,8.03,1,'No',7,7,0,'No'
CLG8264,98,7.92,7.88,8,'No',6,2,1,'No'
CLG8265,66,8.17,8.64,6,'No',0,3,2,'No'
CLG8266,97,8.59,8.12,6,'Yes',5,6,1,'No'
CLG8267,112,5.1,4.94,5,'Yes',10,2,0,'No'
CLG8268,83,5.53,5.52,10,'No',3,1,5,'No'
CLG8269,88,6.8,6.3,3,'No',2,10,3,'No'
CLG8270,111,5.77,6.17,6,'No',2,2,2,'No'
CLG8271,77,5.38,5.17,1,'Yes',9,4,5,'No'
CLG8272,115,8.2,7.96,7,'No',7,5,1,'No'
CLG8273,92,9.08,9.4,6,'Yes',0,1,0,'No'
CLG8274,94,8.76,8.54,5,'Yes',6,4,5,'No'
CLG8275,83,9.09,9.25,3,'Yes',10,5,1,'No'
CLG8276,105,8.33,8.65,8,'No',9,4,0,'No'
CLG8277,136,8.68,8.97,4,'No',3,2,0,'No'
CLG8278,111,6.36,6.64,9,'Yes',0,1,0,'No'
CLG8279,87,9.97,9.56,9,'No',1,4,0,'No'
CLG8280,117,5.92,5.5,5,'No',6,2,2,'No'
CLG8281,95,6.07,5.88,7,'No',9,10,5,'No'
CLG8282,120,6.44,5.98,6,'Yes',0,9,3,'Yes'
CLG8283,112,9.88,9.88,6,'Yes',5,4,2,'Yes'
CLG8284,55,9.94,9.83,4,'No',3,3,1,'No'
CLG8285,84,8.97,9.03,10,'No',2,7,2,'No'
CLG8286,114,8.15,7.95,8,'Yes',6,3,2,'No'
CLG8287,102,7.6,7.59,10,'Yes',8,10,1,'No'
CLG8288,84,9.85,9.68,3,'Yes',4,8,3,'Yes'
CLG8289,90,8.48,8.18,5,'No',5,5,2,'No'
CLG8290,71,9.72,9.87,1,'Yes',6,4,0,'No'
CLG8291,98,6.58,6.75,1,'No',9,1,2,'No'
CLG8292,133,6.67,7,9,'No',5,5,1,'No'
CLG8293,112,9.27,9.64,4,'No',5,9,3,'Yes'
CLG8294,132,5.75,5.95,9,'Yes',2,8,2,'Yes'
CLG8295,113,9.73,9.92,7,'Yes',10,4,2,'Yes'
CLG8296,115,7.54,7.1,10,'Yes',2,9,1,'No'
CLG8297,129,9.63,9.24,8,'No',4,7,4,'Yes'
CLG8298,105,6.68,6.99,9,'Yes',6,2,4,'No'
CLG8299,97,8.58,8.31,1,'Yes',5,7,5,'No'
CLG8300,115,7.41,7.27,7,'Yes',1,4,2,'No'
CLG8301,121,8.13,7.78,8,'No',2,5,5,'No'
CLG8302,92,7.52,7.22,2,'Yes',4,1,0,'No'
CLG8303,89,9.84,10.12,10,'Yes',6,4,2,'No'
CLG8304,102,8.46,8.22,9,'No',5,2,5,'No'
CLG8305,112,6.26,6.21,1,'No',9,9,4,'Yes'
CLG8306,111,9.55,9.2,3,'Yes',2,8,2,'Yes'
CLG8307,78,6.47,6.65,9,'No',6,3,0,'No'
CLG8308,128,6.86,7.09,1,'Yes',4,7,3,'No'
CLG8309,90,5.51,5.37,4,'Yes',9,7,2,'No'
CLG8310,96,9.5,9.78,10,'No',3,6,1,'No'
CLG8311,86,6.43,6.17,6,'No',5,3,0,'No'
CLG8312,140,6.29,6.48,6,'No',1,9,2,'Yes'
CLG8313,103,9.6,9.83,4,'No',6,9,4,'Yes'
CLG8314,87,9.03,9.5,10,'Yes',1,6,5,'No'
CLG8315,112,5.71,5.44,10,'No',6,3,2,'No'
CLG8316,111,8.85,8.44,10,'No',7,4,5,'Yes'
CLG8317,97,9.57,9.33,10,'No',1,5,4,'No'
CLG8318,112,5.39,5.01,1,'Yes',7,9,1,'No'
CLG8319,87,9.13,8.8,5,'Yes',6,3,3,'No'
CLG8320,92,7.74,7.57,5,'No',2,9,4,'No'
CLG8321,69,8.35,8.26,3,'No',6,5,2,'No'
CLG8322,80,7.46,7.86,3,'Yes',0,6,1,'No'
CLG8323,127,8.49,8.19,4,'No',1,2,0,'No'
CLG8324,124,5.17,5.64,3,'No',4,2,2,'No'
CLG8325,100,8.81,9.12,3,'No',10,2,5,'No'
CLG8326,124,5.17,5.55,3,'No',8,7,5,'No'
CLG8327,97,7.28,7.71,7,'No',0,6,5,'No'
CLG8328,96,5.75,6,9,'No',4,7,0,'No'
CLG8329,100,9.12,9.41,1,'No',5,3,5,'No'
CLG8330,98,6.57,6.51,8,'No',2,4,5,'No'
CLG8331,96,7.27,7.28,10,'No',4,6,4,'No'
CLG8332,117,7.14,7.57,1,'No',1,3,5,'No'
CLG8333,102,8.86,8.74,9,'No',10,1,1,'No'
CLG8334,110,7.41,6.95,8,'Yes',7,6,3,'No'
CLG8335,115,8.94,9.2,6,'No',2,10,2,'Yes'
CLG8336,105,5.37,5.44,6,'No',4,10,1,'No'
CLG8337,85,5.96,6.27,10,'Yes',0,2,1,'No'
CLG8338,79,7.76,7.34,7,'No',4,7,3,'No'
CLG8339,102,9.74,9.86,8,'Yes',0,5,5,'No'
CLG8340,97,5.37,5.12,7,'No',8,1,4,'No'
CLG8341,101,5.22,5.62,1,'No',1,9,5,'No'
CLG8342,99,5.78,5.39,10,'Yes',5,2,5,'No'
CLG8343,138,8.21,8.55,4,'Yes',8,2,3,'Yes'
CLG8344,80,6.99,6.58,4,'Yes',2,10,3,'No'
CLG8345,70,9.13,8.66,9,'No',5,10,3,'Yes'
CLG8346,104,5.36,5.1,9,'Yes',0,4,5,'No'
CLG8347,94,5.98,5.81,3,'Yes',6,2,0,'No'
CLG8348,104,6.5,6.63,9,'Yes',1,10,5,'No'
CLG8349,108,8.13,7.76,5,'No',4,6,2,'No'
CLG8350,119,8.43,8.37,6,'No',4,5,3,'Yes'
CLG8351,77,5.62,5.32,7,'Yes',0,10,2,'No'
CLG8352,91,9.72,10.08,3,'No',10,10,5,'Yes'
CLG8353,106,6.71,6.25,4,'Yes',6,3,5,'No'
CLG8354,111,8.57,8.43,5,'Yes',3,2,3,'Yes'
CLG8355,132,7.62,7.75,1,'Yes',3,6,4,'No'
CLG8356,114,6.11,6.52,8,'No',6,2,4,'No'
CLG8357,99,9.23,9.6,7,'No',9,4,3,'No'
CLG8358,86,9.09,9.49,2,'No',0,5,1,'No'
CLG8359,91,6.98,6.54,7,'No',5,8,2,'No'
CLG8360,91,7.94,8.28,9,'No',0,1,4,'No'
CLG8361,109,6.29,6.57,5,'Yes',5,7,0,'No'
CLG8362,103,8.45,8.85,6,'No',9,6,1,'No'
CLG8363,80,6.55,6.36,5,'Yes',1,3,4,'No'
CLG8364,93,9.22,9.63,1,'Yes',9,10,1,'No'
CLG8365,113,6.09,5.99,6,'Yes',10,10,5,'Yes'
CLG8366,105,5.07,5.2,7,'Yes',0,10,2,'No'
CLG8367,108,6.34,6.26,5,'No',7,1,5,'No'
